50
23 45
29 12
29 49
12 11
33 11
43 42
48 49
15 3
42 44
43 10
5 38
38 14
5 14
7 31
30 8
42 35
18 3
37 43
2 28
3 7
4 17
35 26
43 23
10 31
38 42
17 38
41 3
47 15
1 13
38 0
37 4
29 41
5 19
14 48
17 33
16 38
27 48
20 14
25 28
32 3
48 19
17 45
25 49
49 18
38 32
29 4
26 38
43 25
38 2
35 28
28 30
49 24
48 39
3 33
32 4
34 43
5 29
31 28
26 25
22 43
1 37
30 45
15 6
17 26
24 0
2 31
37 32
1 15
29 40
35 32
13 14
18 29
21 40
32 31
16 37
48 10
46 27
20 17
45 22
7 41
16 7
41 45
13 24
3 27
22 32
0 49
8 43
46 39
21 42
35 7
44 38
8 39
43 36
23 44
8 38
45 35
18 24
45 34
12 9
42 13
28 34
18 27
44 31
20 45
34 7
28 26
42 40
28 10
44 45
40 10
7 9
18 38
11 49
24 19
44 24
47 32
23 35
4 41
16 26
35 6
2 4
12 7
45 6
28 11
13 39
24 14
32 49
7 42
7 25
30 43
6 26
22 41
48 45
28 29
13 10
19 28
0 48
22 40
49 44
48 36
28 48
11 21
9 17
15 21
20 18
21 9
30 40
6 25
33 37
41 40
48 8
36 40
47 23
25 11
0 36
44 16
40 39
33 19
38 12
20 31
15 46
2 47
7 39
37 2
4 24
18 7
31 48
43 46
30 2
0 7
47 44
8 19
28 38
13 44
15 45
1 49
12 13
39 5
31 34
43 35
4 46
38 19
22 1
30 3
48 17
44 39
25 22
17 23
8 11
46 30
7 8
16 12
48 38
7 21
14 2
27 34
29 6
6 21
43 18
35 15
14 46
11 38
19 32
15 11
16 17
36 5
12 4
40 32
0 29
11 0
25 39
6 27
35 22
0 32
44 48
14 31
26 36
20 22
36 45
28 13
3 13
33 29
31 12
5 21
40 3
0 39
28 33
39 4
0 2
40 14
37 7
9 23
4 30
2 39
32 33
30 12
25 14
47 4
18 8
32 14
15 41
38 46
4 19
7 20
27 42
46 26
49 2
48 23
5 8
8 22
19 42
42 31
4 33
12 20
8 1
33 16
15 12
41 49
15 38
30 9
9 48
33 34
15 0
1 23
47 13
36 33
24 7
5 24
24 2
39 12
20 41
17 41
29 45
17 29
25 9
6 20
42 16
2 8
27 15
10 30
19 44
3 39
8 0
34 18
29 15
48 46
41 12
14 19
26 43
7 11
28 20
24 30
31 27
27 1
27 38
39 42
4 0
25 38
8 49
30 47
25 0
25 5
47 0
18 22
10 38
28 17
14 39
6 30
49 28
47 14
20 42
2 34
35 0
34 20
31 41
37 31
35 1
35 39
33 39
48 4
37 25
24 35
26 14
14 6
31 16
24 47
2 44
1 47
29 9
11 41
42 5
12 25
42 12
49 37
25 45
34 3
27 41
26 0
18 16
29 32
29 1
31 13
23 18
13 35
30 21
24 43
46 35
20 36
35 49
15 16
22 16
28 7
3 0
26 9
15 28
1 39
38 40
26 39
34 15
28 14
45 39
3 49
43 12
33 2
31 24
45 40
3 42
