20
3 5
19 2
9 19
2 11
3 1
13 12
8 9
15 3
12 14
13 10
15 18
18 14
15 14
7 1
0 18
12 15
8 13
7 13
12 18
13 17
4 17
15 6
10 11
8 12
7 18
7 15
1 13
19 11
15 19
4 18
7 3
16 8
7 8
0 14
2 3
18 19
17 5
5 9
9 18
18 2
9 4
6 8
8 10
19 4
8 19
3 13
14 3
1 18
16 15
2 13
11 17
10 5
7 16
4 0
2 1
7 12
1 5
9 0
5 2
13 4
12 1
6 17
10 7
17 1
5 16
11 5
16 9
11 12
0 8
3 16
3 4
15 5
13 14
8 14
5 14
2 9
8 4
18 17
14 1
0 1
0 15
18 16
2 10
4 5
0 10
7 9
8 18
11 9
14 4
14 11
6 16
5 6
2 7
8 1
13 19
17 2
7 5
10 18
12 0
9 14
1 11
19 7
15 11
1 19
12 4
6 10
0 16
14 6
13 9
12 17
17 9
8 17
11 8
0 17
12 3
11 4
13 15
0 13
10 1
15 2
17 3
16 10
6 12
14 2
7 14
19 16
16 11
13 18
4 6
0 3
19 12
6 7
2 4
