50
34 24
28 27
46 38
21 38
22 30
38 37
11 6
24 30
49 43
44 19
18 41
33 43
32 33
38 8
13 3
5 4
25 24
1 47
14 6
1 30
2 5
28 40
35 24
9 13
10 19
10 12
22 32
12 24
25 31
2 7
32 36
36 10
39 7
6 30
0 27
21 1
12 49
25 48
33 24
8 44
0 3
49 33
39 1
24 3
40 13
33 31
26 45
21 9
0 43
1 2
24 16
15 29
36 4
24 37
39 16
29 30
14 38
31 4
40 29
24 49
25 43
17 46
44 7
40 26
18 33
12 35
30 13
27 24
8 45
25 40
43 30
11 33
33 4
23 4
44 45
16 42
5 32
44 38
12 41
6 29
24 8
22 23
6 22
43 27
11 48
15 36
21 10
10 47
36 46
33 19
19 23
5 6
22 11
26 9
47 33
48 40
6 25
30 2
1 37
28 17
35 36
43 4
9 43
23 14
49 46
9 42
33 40
35 40
3 5
35 47
45 19
5 36
45 37
22 16
26 48
3 27
41 32
45 27
18 3
36 8
45 38
23 27
38 39
25 36
34 27
39 42
10 2
35 46
4 13
33 38
35 25
11 24
43 10
43 34
14 7
28 31
27 25
15 31
34 47
37 19
49 13
16 6
10 7
48 22
44 48
35 21
40 14
37 7
11 29
47 8
34 48
20 25
40 23
8 16
45 7
7 21
14 42
49 2
12 34
21 33
35 8
0 14
28 43
25 33
25 32
46 5
14 41
39 5
19 28
8 41
3 48
29 13
44 43
47 40
6 44
8 20
19 16
10 18
30 17
46 34
13 17
15 42
37 48
25 18
35 6
48 29
14 46
47 22
9 29
28 41
47 3
23 7
35 15
38 19
26 5
19 6
4 27
40 2
43 41
2 9
30 36
13 20
33 28
15 37
21 20
24 1
27 30
47 48
32 49
21 41
47 5
21 28
37 49
45 11
17 43
31 36
13 16
28 36
12 21
18 7
22 28
43 22
29 8
27 32
10 35
0 30
30 28
49 5
43 47
1 4
9 44
3 49
16 3
2 42
14 31
11 5
18 30
37 29
17 26
12 17
27 36
29 23
16 23
5 22
16 41
