100
41 51
61 8
95 85
28 65
5 11
35 70
70 75
69 17
90 68
23 24
69 32
96 56
69 76
41 87
46 88
70 97
78 99
57 51
62 84
63 23
14 7
53 20
25 29
56 77
86 2
69 96
55 53
85 45
75 59
64 30
59 54
65 57
89 57
10 88
73 49
34 54
97 94
26 88
5 72
44 81
60 97
71 83
51 19
87 60
8 4
80 44
11 22
7 10
92 54
77 99
68 44
21 48
70 52
61 26
94 29
89 11
22 60
8 77
93 13
99 24
34 33
68 71
37 15
4 87
37 4
49 62
62 58
48 75
85 42
67 63
27 78
15 84
79 22
52 39
1 92
70 19
52 55
96 2
22 93
56 93
55 16
87 23
44 23
11 75
39 14
3 98
97 75
17 68
67 61
12 8
14 75
38 55
78 7
61 94
22 80
30 94
66 1
77 98
37 58
18 62
17 39
91 52
49 35
10 48
87 52
8 99
20 34
12 83
16 79
8 95
90 23
2 5
10 35
56 90
96 64
66 2
78 88
9 15
94 4
25 71
72 80
30 37
56 30
89 86
65 43
12 89
72 26
99 84
42 92
76 85
73 56
90 3
59 89
98 54
96 35
3 24
25 59
12 91
26 66
16 87
44 61
34 53
83 52
15 54
24 84
78 58
71 28
86 90
6 80
47 1
21 1
71 86
73 1
67 55
88 18
51 9
86 34
50 4
60 55
83 43
22 66
83 6
84 92
21 81
71 75
22 34
96 44
70 83
75 39
96 88
92 53
91 48
22 51
11 95
9 70
64 32
78 3
1 78
9 90
82 74
74 67
15 70
10 85
53 69
95 62
92 9
57 99
77 81
26 57
55 87
25 86
83 61
84 28
58 65
12 13
74 87
32 97
92 3
16 83
14 38
13 32
99 49
28 43
58 8
69 66
45 34
48 38
50 74
31 57
56 60
61 72
17 82
22 5
27 44
79 59
94 60
10 73
93 62
25 62
69 49
44 57
82 39
92 98
44 2
2 37
83 60
82 99
31 65
97 78
66 12
58 70
90 11
14 56
50 70
22 19
64 41
79 77
80 91
27 77
23 80
81 94
85 31
60 49
24 67
22 37
24 62
18 94
